id,sender,message_body,category
5214,SBIALERT,"Salary credit of Rs. 25,000 has been posted to your account. Ref: SAL-6789",banking
5215,VEDIOX,"Hey, movie night? I’ve booked 2 tickets for 7:45 PM. Total ₹760.",personal
5216,PAYTM,Rs. 150 cashback on your Paytm Mall order. Use code: CASH150.,promotion
5217,ICICIBK,"Alert: Your card was used at AMAZON for Rs. 2,999 on 09/11. If not you, call us.",banking
5218,GOAIR,"Your booking is confirmed. PNR: GA4321, flight on 15 Dec. ₹500 discount applied",service
5219,6-8-9-0-1-2-3-4,Pls verify the address for your delivery. ETA 25 mins.,personal
5220,EXPIRED,Limited-time offer: 50% off on electronics. Use code ELEC50. Ends today.,promotion
5221,VERIFY,Your OTP is 493827. Use it within 10 min. Do not share with anyone.,otp
5222,AXISBK,"Rs. 2,450 deducted from your account on 10/11. Ref: AX1234. If not you, call us.",banking
5223,ZOMATO,Your order #ZMB12345 confirmed. ETA 25 mins. total ₹420. Enjoy!,promotion
5224,SBIALERT,"Alert: Rs. 5,600 spent at AMAZON.in. If this wasn’t you, call 1860-123-9999.",banking
5225,UTKARSH,"Hey yaar, craving chai lassi at 5? Msg back.",personal
5226,OTPSMS,OTP 739210 for your GOIBIBO login. Don’t share it.,otp
5227,FLIPKRT,New arrivals! Flat 15% off on fashion. Use code FASHION15.,promotion
5228,IBN,Service notice: Maintenance at 2 AM to 4 AM. App may be unavailable.,service
5229,INDXXREW,"Your card was charged Rs. 1,299 at SPINDS. Ref: 98765. If not you, block card.",banking
5230,MYNTRA,"Free shipping this weekend! Order by Sun, Rs. 499+. Use code SHIPFREE.",promotion
5231,UNKNOWN,"Caution: you’ve won Rs. 50,000 in a scam prize. Reply STOP to unsubscribe.",spam
5232,GOIBIBO,"Your flight [AI-452] confirmed. Departure 23 Nov, Mumbai. ₹5,990 total.",service
5233,RBLBANK,"Debit alert: Rs. 3,200 at CAFE24 on 09/11. PIN for this transaction not required.",banking
5234,ZOMATO,Promo: 30% off on orders above ₹599. Use ZO30 at checkout.,promotion
5235,SARAL,Reminder: appointment with Dr. Neha on 12/11 at 4 PM. Location: Mumbai clinic.,personal
5236,VERIFY,Your OTP is 682910 for Paytm login. Ignore if not you.,otp
5237,SWIGGY,Your meal is on the way. ETA 18 mins. Order #SWG987.,personal
5238,UBER,"Driver is arriving soon. Vehicle: Grey Honda, Reg No: MH12AB1234.",service
5239,KOTAKBK,"Rs. 2,300 debited from your account. Ref: KT2077. If not you, contact support.",banking
5240,OTPSMS,Your verification code is 123456 for signup. Do not share with anyone.,otp
5241,VERIFY,"OTP for your transaction 749102. Do not share. 05:12:30, 12 Aug. Rs. 1,200 pending.",otp
5242,HDFCBK,"Your OTP 593814 for HDFC transfer of Rs. 4,500 to Aakash. Exp: 2 mins.",otp
5243,ZOMATO,Your order #Z12345 is out for delivery. ETA 25 mins. ₹299.00,promotion
5244,AXISBK,"Alert: Rs. 2,350 debited from your account on 08/11. If not u, call 1800-XXX-XXXX.",banking
5245,SWIGGY,Food on the way: Rs. 420 to Kalyan. ETA 12 mins. Enjoy ur meal!,promotion
5246,10********90,"Hey yaar, long time! Catch up soon? Msg me when free. 😊",personal
5247,OTPSMS,Your OTP code 612834 is valid for 10 mins. Do not share with anyone.,otp
5248,ICICIBK,"Your account balance is ₹15,300.25. Last txn: 350 @ 14:05. Fraud alert? Call us.",banking
5249,PROMOCARE,Special offer: flat 15% off on 1st Aug orders. Use code SAVE15. T&C apply.,promotion
5250,UBER,Your ride is booked. Driver will arrive in 7 mins. Fare ₹120.,service
5251,GOIBIBO,Flight alert: NEW123 to BLR delayed by 25 mins. Check your app.,service
5252,MYNTRA,Your order #MN4567 is shipped. Tracking: 1Z999AA10123456784. ₹899,promotion
5253,SBIALERT,"Debit of Rs. 860 from your SBIBK account on 07/11. If not you, block card.",banking
5254,UNKNOWN,You won a gift! Click link to claim. You’ve been selected for a prize. Ur winnings await.,spam
5255,IXIGO,"Train alert: PNR 1234AB predicted on-time. Coach 7, seat 23B.",service
5256,KOTAKBK,"OTP 874321 for your payment of Rs. 2,150. Valid for 5 mins.",otp
5257,AMAZON,Your return has shipped: Order #AMZ-7890. Tracking: RS987654321. ₹299,promotion
5258,1009201234,Reminder: your subscription renews on 12/11. ₹99. Renewal OK? Reply YES/NO.,service
5259,MYNTRA,"Congrats! Your order #MN9900 has been delivered. Amount charged ₹1,299.",personal
5260,VERIFY,"OTP: 483920 for your login. If not you, ignore this msg. 2 mins.",otp
5261,AXISBK,Your OTP is 482910 for your AXISBK online verification. Do not share. Valid for 10 mins.,otp
5262,HDFCBK,"Hi! Rs. 2,430 debited from your A/c ending 3210 at POS POS12345 on 07/11. Balance: Rs. 9,560.",banking
5263,ZOMATO,₹150 off on your next order. Use code ZOM2 for delivery by 9 PM today. T&Cs apply.,promotion
5264,VERIFY,"OTP 736291 for your mobile verification. 5 mins left, pls ignore if not you.",otp
5265,SBIALERT,"Your card ending 1234 was used for a purchase of Rs. 1,299 at AMAZON. If not you, call us.",banking
5266,7ELEVEN,"Hey, your order #A9876 is confirmed. ETA: 15 mins. Thanks for choosing us.",personal
5267,NRITMSGS,"This is a scam promo: Buy now with 90% off! Click link to claim Rs. 5,000 reward.",spam
5268,ICICIBK,"Your daily balance is Rs. 7,420. Interest credit posted at 01:15 AM.",banking
5269,SWIGGY,Order delivered: ID #SWG-4521. Rs. 320 charged. Thanks for eating with us.,promotion
5270,VERIFY,Use code  becauseOTP is 593210 for your login. Do not share with anyone.,otp
5271,GOIBIBO,Flight #AI202 on 20Dec from DEL to BLR confirmed. PNR NGT123.₹0 service fee.,service
5272,UBER,Your ride is arriving in 3 mins. Driver: +9198******123. Fare Rs. 84.,service
5273,MYNTRA,FLASH SALE: 40% off on sneakers. Use code MN40 at checkout. Ends tonight.,promotion
5274,OTPMSGS,OTP 274816 for your login. Timeout in 2 mins. Ignore if not you.,otp
5275,FAKE-SPAM,"Congratulations! You won Rs. 50,000. Click link to claim now.",spam
5276,ULAS,Your package from Flipkart has shipped. Tracking: FLP12345678.,service
5277,PAYTM,"Rs. 320 charged for wallet top-up. Order ID WTL-4032. Balance: Rs. 2,150.",banking
5278,ZOMATO,New sweet deal: Free dessert on orders above Rs. 499. Use code DESSERT at checkout.,promotion
5279,10DIGIT7890,"Hi, can we catch up later? Urgent: need to discuss our project plan.",personal
5280,IXIGO,Train delay: 35 mins for XZ1234. New ETA: 9:45 PM. Safe travels!,service
5281,AXISBK,"Your OTP for transaction 4721 is valid for 5 mins. Do not share. Rs 2,100 debited on 12:45 PM. Ref: 4875",otp
5282,HDFCBK,"Dear user, your card has been charged Rs 1,250 at ZOMATO. If this wasn’t you, call 1800-419 3333.",banking
5283,PROMO1,"Win up to ₹5,000 cashback this weekend! Use code WIN5 at checkout on Myntra. TnC apply.",promotion
5284,91-9876543210,"Hey bro, catching up this evening? Msg me ur plan. 📱😊",personal
5285,SBIALERT,"Your savings alert: balance Rs 4,980.50. Notified at 09:12 AM. Thanks for banking with us.",banking
5286,VERIFY,OTP for your login: 836492. Do not share. Msg: Verify to confirm.,otp
5287,ZOMATO,Your order #O12345 is confirmed. ETA 25 mins. Total Rs 612. Dinner on its way!,promotion
5288,OLACABS,Ride booked. PNR 8XJ94. Pickup at your doorstep. Fare Rs 120.20.,service
5289,UNKNOWN-4456,You've won a prize! Reply YES to claim. Beware of phishing. ₹0.00 won so far.,spam
5290,UBER,Your driver is arriving in 5 mins. Car no KA-01-AB-1234.,service
5291,PAYTM,"Recharge missed, Rs 350 needed to complete. Pay securely in app. 🧾",promotion
5292,ICICIBK,"Statement ready: Rs 9,540.75 for Jan. View in app. OTG charges may apply.",banking
5293,VERIFY,OTP: 492817 for your recent login. Do not share. This is a test message.,otp
5294,SWIGGY,"Your courier is out for delivery. Order #S98765, Rs 290 incl. tax.",promotion
5295,GOIBIBO,"Your flight booking confirmed. PNR: G8YQ4, Travel date 20 Nov.",service
5296,MYNTRA,"Back in stock: Nike shoes, 28% off. Use code NIKE28. Total Rs 3,450.",promotion
5297,9-digit-9998887770,"Hey, urgent: salary credit Rs 42,000 will reflect by EOD. Thanks.",banking
5298,AXISBK,"Security alert: New login from Chrome on a device you don’t recognize. If not you, reset PIN.",banking
5299,MTNL,Service update: your data plan has been renewed for 28 days. ₹199.,service
5300,PROMO2,Limited time offer: buy 1 get 1 free on Flipkart. Ends tonight.,promotion
5301,AXISBK,"Your OTP for transaction 457829 is 8324. Do not share this with anyone. Rs. 2,450 deducted? Check your app.",otp
5302,SBIALERT,"Your card payment of Rs. 1,299 at SHOPRITE on 12/11/2024 approved. Ref: 587421. Plas confirm if not you.",banking
5303,ZOMATO,Order #Z100219 confirmed. ETA 25 mins. Pickup at gate 3. Total Rs. 589. Enjoy your meal! 🍛,promotion
5304,VERIFY,OTP: 274839 for your Paytm login. Do not share. This code expires in 5 min.,otp
5305,INDIAPOLICE,Heads up: Govt tax updated. Rs. 1200 charged for CLV service. Your reference 987654.,service
5306,ICICIBK,"Alert: ₹5,000 debited from your account on 11/11. If not you, call 1800-ICICI now.",banking
5307,SWIGGY,Your order #SWG-45021 is placed. Estimated delivery 40 mins. Total ₹420.,promotion
5308,9XXXXXXXX66,"Hey yaar, long time no chat. How are you doing? Catch up this weekend? 😊",personal
5309,OTPSMS,OTP: 623481 for secure login. Do not share with anyone. Code expires in 2 min.,otp
5310,KOTAKBK,Geo-verify: Rs. 999 charged as online purchase. Ref: 332211. Please ignore if not you.,banking
5311,AMAZON,"Your order #AMZ-7845 is dispatched. Tracking 1Z999AA10123456784. Delivery today. Rs. 1,299.",promotion
5312,MYNTRA,"Password change successful for your account. If not you, contact support now.",service
5313,19XXXXXXXX,Don’t miss out! BOGO offer on select fashion. Use code STYLE20 at checkout.,promotion
5314,10-digit-91-9876543210,"Hey! Urgent: your paytm wallet balance ₹1,230.00, updated after recent top-up.",personal
5315,GOIBIBO,Your flight has been rescheduled. New time 23:15 IST on 20/11. Check email for details.,service
5316,UL,Promo: Flat 50% off on hotel bookings. Limited slots. Book now. ₹999 onwards.,promotion
5317,HDFCBK,Your login from new device detected. OTP 918273 valid for 10 min. Stay secure.,otp
5318,UBER,Ride confirmed. Driver Rajan on way. ETA 5 mins. Fare Rs. 110.,service
5319,FLIPKRT,Flash sale: up to 70% off on fashion. Ends midnight. Use code FASH50.,promotion
5320,9XXXXXXXX55,"Bro, can’t talk now. Msg me when you reach home. Love ya! ❤️",personal
5321,AXISBK,Your OTP is 492781 for login. Do not share it. valid for 10 min.,otp
5322,HDFCBK,"₹2,499 spent at ZOMATO on 05/11. Balance: ₹4,500. Reply STOP to opt out.",banking
5323,VERIFY,Use 123456 as OTP to complete your transaction. It expires in 5 mins.,otp
5324,SWIGGY,Order 98765 confirmed. delivery by 25 mins. track: SWIGGY123,promotion
5325,ICICIBK,"Your Aadhaar validation alert: transaction of ₹3,200 on 04 Nov at ICICI POS. Ref 870123.",banking
5326,10-digit-91xxxx,"Hey yaar, dinner at 8? msg me the place u prefer.",personal
5327,URBN,"Your account balance is ₹1,250.74. Withdrawals: ATM 500 today.",banking
5328,GOIBIBO,Your flight is delayed by 2 hours. New itinerary sent to email id (masked).,service
5329,ZOMATO,Coupon alert: ₹200 off on orders above ₹799. Use code ZM200 at checkout.,promotion
5330,VERIFY,OTP: 768291 for your Paytm login. Do not share with anyone.,otp
5331,SBIALERT,Maintaining your SBI account: monthly statement ready. View in app.,banking
5332,INDICUS,Attention: your plan is expiring soon. Upgrade now for 20% off.,promotion
5333,OLACABS,"Driver arriving in 5 mins. Car: Swift, 2 seats left.",service
5334,MYNTRA,"New drops: sneakers at ₹1,299. Free shipping today.",promotion
5335,AIRLINE,"Flight change: UA1234 rescheduled to 18:00 IST, gate 22.",service
5336,NAME ENDP,Ur order 554433 is on its way. Track: DEL-554433.,personal
5337,OXOPAY,OTP: 556677. Use it only on the app; never share.,otp
5338,ZOMATO,New offer: 50% off up to ₹150 on first 3 orders. Use Z50.,promotion
5339,ATMLO,"Your card was used for INR ₹2,000 at ATM BKC. If not you, call 1800-xxx.",spam
5340,IXIGO,"Your train refund of ₹1,250 processed. Ref: IX12345.",service
5341,VERIFY,Your OTP is 439812 for 2FA. Do not share it. valid for 10 min.,otp
5342,HDFCBK,"Rs. 2,450 deducted from A/C ****1234 for NEFT on 07/11. Avg bal ₹1,200.",banking
5343,ZOMATO,Congrats! ₹150 off on your next order. Use code ZOM10. valid till 12/11.,promotion
5344,91-9876543210,"Hey yaar, u free tonight? msg me back pls.",personal
5345,ABCFN,You have won a prize! Reply YES to claim. TnC apply.,spam
5346,GOIBIBO,"Flight alert: your booking is confirmed. PNR: AB1234, dep 18:30.",service
5347,ICICIBK,₹500 cashback on your next online purchase. Offer valid till 20th Nov.,promotion
5348,OTPSMS,Your verification code is 748392. Do not share with anyone.,otp
5349,SWIGGY,Your order #ORD2024117 is now shipped. ETA 2:15 PM.,service
5350,SBIALERT,"Alert: Your account was credited ₹3,200. Ref ARQ-2567.",banking
5351,PAYTM,Rs. 150 cashback credited. Order ID: PAY12345. Tnx for using Paytm.,promotion
5352,10-digit-########,"Hi, UR package is out for delivery today. Tracking 1Z9999W123.",service
5353,NOVA,"Reminder: your bill of Rs. 1,290 is due on 11/12. Please pay to avoid late fee.",banking
5354,UBER,Ride completed. Fare ₹210. Driver rated 5★. Thanks for riding with us.,personal
5355,LRSMS,OTP 529817 for login. Ignore if not you. Safe browsing!,otp
5356,AMAZON,Your order ORD98765 has been shipped. Tracking: AMZ1234567890,service
5357,INDIACRX,"Bank alert: Rs. 2,900 debit from savings. Last txn: 9876. Balance ₹4,500.",banking
5358,MYNTRA,"Coupon READY: ₹300 off on ₹2,999+. Use code MNTR300. Exp: 30/11.",promotion
5359,9xxxxx,Free msg: You won a gift! Msg STOP to opt out.,spam
5360,IXIGO,Your train ticket is booked. PNR: XY1234. Departure 21:45 from Delhi.,service
5361,AXISBK,Your OTP is 482910 for AXISBK net banking login. Do not share this with anyone.,otp
5362,HDFCBK,"Rs 2,450 debited from your a/c ending 1234 on 12/11. Ref: HDFCSWIFT. Balance: Rs 8,700.",banking
5363,ZOMATO,Order #Z20231112-987 ready for pickup. Delivery ETA 25 mins. Use code WELCOME10.,promotion
5364,VERIFY,OTP 735621 for your Paytm login. Do not share it. valid 10 min.,otp
5365,INDUSIND,"Alert: ₹1,200 spent at grocery store on 11/12. Remaining balance Rs 6,500.",banking
5366,SPBLR,"Hi, this is a reminder for your upcoming bill due on 15th. Please pay to avoid late charges.",service
5367,SWIGGY,New offer: 20% off on 1st order this weekend. min order Rs 199. Use code SWIGGYGOOD.,promotion
5368,OTPSMS,Your one-time password is 604321 for verification. Valid for 5 minutes.,otp
5369,ICICIBK,"Hello! Your account login from new device detected. If not you, please secure your account.",banking
5370,10-digit 98XXXXXX12,"Hey yaar, long time no chat! How's work going? Catch up soon.",personal
5371,AIRTEL,Service: your SIM plan has been renewed. Data + call benefits updated.,service
5372,KOTAKBK,"OTP 918273 for KOTAK app login. Keep it secret, pls.",otp
5373,SMS-SPAM,"Congratulations! You’ve won Rs 50,000. Click link to claim now.",spam
5374,UBER,"Driver is arriving in 5 mins. Vehicle: XUV300, Reg: KA-01-AB-1234.",service
5375,MYNTRA,Your order #MN-20231112-456 shipped. Track: MNTRACK12345.,promotion
5376,VERIFY,OTP 570389 for your login. Do not share with anyone. Expires in 8 mins.,otp
5377,SBIALERT,Your statement for Oct is ready. View online or download PDF.,banking
5378,GOIBIBO,Flight alert: Your 3:15 PM flight to Mumbai is confirmed. PNR: 9X3ZT.,service
5379,ZOMATO,Delivery partner is on the way with your order. Tracking # ZM987654.,promotion
5380,9XXXXXXXXXX9,"Hey, want to catch up later at the café near your office?",personal
5381,AXISBK,Your OTP is 482910 for login. Do not share..valid for 10 mins. ₹1999 deducted if not authorized.,otp
5382,HDFCBK,"Dear customer, ₹15000 transfer pending. Check app to approve. Ref: HDFC12345.",banking
5383,ZOMATO,Order #Z12345 confirmed. ETA 25 mins. Rs. 289. Enjoy ur meal! 🍛,promotion
5384,+91 98765 43210,"Hey yaar, lunch plan? Mom made bhaji, pls join! 😃",personal
5385,VERIFY,OTP 763021 for your app access. Valid for 5 mins. Do not share.,otp
5386,ICICIBK,"Your card was used for Rs. 3,450 at AMAZON. If not you, call 1800-123-4567",banking
5387,SWIGGY,"Delivering yourORDER 98765: 2 items, ₹420, ETA 22 mins. Tap to track.",promotion
5388,SUNIL,"Hey, are we still meeting at 6? Urgent details fwd'd.",personal
5389,OTPSMS,Your verification code is 870459. Don’t share it with anyone.,otp
5390,SBIALERT,"Txn alert: Rs. 2,100 debited to SHOPSMART on 07-11-2024. Balance ₹12,450.",banking
5391,GOIBIBO,"Flight BC123 confirmed. Itn ref 98765. Total ₹7,999. Taxes included.",service
5392,UBER,Ride booked. Driver ETA 5 mins. Fare ₹1200 approx.,service
5393,MYNTRA,Return requested for ORD#A12345. ₹0.00 refund processing. Expect 3-5 days.,promotion
5394,OTP,Your code 638291 will expire soon. Use it to verify your account.,otp
5395,KOTAKBK,"Your balance is ₹5,420.00. Available for transfer. View statement in app.",banking
5396,IXIGO,"Your train ticket booked. PNR 987654. Travel date 12/12. ₹1,250.",service
5397,RELIANCE,Promo: prepaid plan offer - 1GB data @ ₹99. Limited time.,promotion
5398,10-digit-91-98450,"Hey, new discount on groceries this week—upto ₹300 off on orders over ₹1500.",promotion
5399,NIBMEL,Reminder: bill due on 25th. Rs. 860. Pay now to avoid late fee.,service
5400,PAYTM,"Your wallet balance ₹1,250.00, last top-up ₹500. Offer: cashback ₹50 on next payment.",promotion
5401,AXISBK,Your OTP for login is 482910. Do not share with anyone. ₹5000 limit check today.,otp
